objectid,transcript_line,start,end,speaker,text,txt_filename
mainstreet001,38,00:02:58.260,00:03:04.020,Beau Newsome,I guess remove strictly the video our to use video or did you shop around or.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,39,00:03:04.410,00:03:21.990,Jamie Hill,"uh yeah I mean we had at the time we have Hastings and how are you use and I kind of stumbled into Howard Hughes one day and was like Oh, this is exactly like my hometown video store and it It made me feel like home except they have a bigger collection and.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,40,00:03:22.170,00:03:22.950,Jamie Hill,Even then.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,41,00:03:23.370,00:03:28.590,Jamie Hill,"yeah okay my hometown store probably had like 500 titles, maybe.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,42,00:03:28.680,00:03:29.670,Jamie Hill,So um.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,43,00:03:30.030,00:03:31.980,Beau Newsome,"Do you remember the name of it, video store.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,44,00:03:32.760,00:03:33.750,Jamie Hill,it's showtime.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,45,00:03:34.890,00:03:35.760,Jamie Hill,showtime video.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,46,00:03:36.030,00:03:37.380,Beau Newsome,showtime video that's cool.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,47,00:03:37.470,00:03:37.830,,yeah.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,48,00:03:39.060,00:03:49.620,Jamie Hill,"yeah so um I know I, it was my freshman year I don't exactly remember when, but I think I just kind of wandered in and didn't really leave after that.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,49,00:03:51.690,00:03:56.430,Beau Newsome,"No word of mouth just kind of like, and this was the fifth street address right.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,50,00:03:56.490,00:03:58.230,Jamie Hill,yeah yeah when this free to drive.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,51,00:03:58.230,00:03:59.010,Jamie Hill,"Or, nobody had.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,52,00:03:59.940,00:04:11.730,Jamie Hill,"Nobody told me about it, I just wandered in and then promptly went back home and told everybody about it, and I know I was one of those who, like everyone in their mom was using my account number.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,53,00:04:12.780,00:04:13.260,Beau Newsome,"Oh, really.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,54,00:04:13.740,00:04:14.250,Jamie Hill,yeah.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,55,00:04:14.610,00:04:15.780,Beau Newsome,Do you have your account number.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,56,00:04:16.830,00:04:22.590,Jamie Hill,"I it was something really low like somebody had died or something, and so my account, I think it was 40.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,57,00:04:23.370,00:04:23.850,Beau Newsome,No way.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,58,00:04:23.880,00:04:26.700,Jamie Hill,And I was like how do I have a double digit number.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,59,00:04:27.120,00:04:28.890,Jamie Hill,"But they were like Oh, are we using them.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,60,00:04:29.190,00:04:34.290,Beau Newsome,yeah I know they they reset at one point because we're mine was a five digit number.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,61,00:04:35.100,00:04:40.830,Beau Newsome,"yeah there was people just walking in new customers, they were like oh we're 35 now or something like.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,62,00:04:40.860,00:04:43.860,Jamie Hill,"yeah yeah it was really weird and then, when we.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,63,00:04:45.900,00:04:53.430,Jamie Hill,"I left after college and then, when I came back, I was like I have no idea what my number is so here's my phone number which hasn't changed since I was 15.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,64,00:04:54.570,00:04:54.900,Jamie Hill,Oh.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,65,00:04:54.990,00:05:00.450,Jamie Hill,"yeah i'll use this and it wasn't until working at the store that I looked it up, and I was like oh yeah.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,66,00:05:01.170,00:05:01.590,,Okay.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,67,00:05:03.570,00:05:05.730,Beau Newsome,"Oh, so you you've graduated and then moved away.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,68,00:05:06.120,00:05:13.050,Jamie Hill,For a little bit huh yep yep I was gone for about three and a half years and then came back.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,69,00:05:13.470,00:05:14.940,Beau Newsome,"Okay, what.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,70,00:05:16.170,00:05:20.580,Beau Newsome,"What kind of made it unique, if you remember just some of the.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,71,00:05:21.300,00:05:36.570,Jamie Hill,"I think it was definitely the selection made it unique and like I said I mean it felt like home for me, and so I I was not the shopper who was like well i've never seen one of these, this is totally different and, for me, I was like oh good a video store.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,72,00:05:37.800,00:05:42.300,Jamie Hill,"And I also really loved I a lot of the classes, I took were.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,73,00:05:42.390,00:05:45.360,Jamie Hill,Film classes or English classes and so.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,74,00:05:45.750,00:06:00.420,Jamie Hill,"Everything I needed for those classes was there, so you know the weird avant garde cinema and the new are and all of the European cinema was all there and it and if it wasn't usually somebody was willing to make sure it got there.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,75,00:06:00.720,00:06:10.980,Beau Newsome,"yeah yeah we've talked about that a little bit like me and some other workers there and stuff like took pride and if we didn't have it we try our hardest to get it, you know.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,76,00:06:11.010,00:06:13.680,Beau Newsome,"yeah even if one person asked for it, you know.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,77,00:06:13.770,00:06:14.370,Jamie Hill,that's enough.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,78,00:06:15.030,00:06:15.420,,yeah.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,79,00:06:18.000,00:06:19.080,Beau Newsome,So did you.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,80,00:06:21.150,00:06:25.590,Beau Newsome,So you notice probably some changes over the years of the video store.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,81,00:06:26.670,00:06:27.210,Beau Newsome,As a.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,82,00:06:28.260,00:06:32.700,Beau Newsome,As a customer did it change a whole lot that you noticed.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,83,00:06:33.720,00:06:36.510,Jamie Hill,"I think, as a customer and.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,84,00:06:38.640,00:06:48.090,Jamie Hill,It felt pretty consistent to me and I do remember like when the five for five for five started five movies five bucks five days like that was.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,85,00:06:48.690,00:06:56.550,Jamie Hill,Something that was really noticeable and my brain automatically was like this is genius marketing and he should be doing more of this This is great yeah.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,86,00:06:56.580,00:06:57.060,Jamie Hill,um.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,87,00:06:57.360,00:06:59.790,Jamie Hill,"But other than that, I mean customer wise I.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,88,00:07:00.840,00:07:04.380,Jamie Hill,It was it was always the same solid video store yeah.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,89,00:07:05.040,00:07:12.630,Beau Newsome,"yeah I think we there's so many different iterations of deals, and it was like dollar tuesday's dollar.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,90,00:07:12.900,00:07:15.000,Beau Newsome,raise dollar Tuesday and Thursdays and then.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,91,00:07:15.570,00:07:17.940,Beau Newsome,Then it was five for five for the longest time.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,92,00:07:18.570,00:07:21.690,Beau Newsome,"yeah, then I think when maybe you started working there.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,93,00:07:23.310,00:07:24.630,Beau Newsome,We had gone to.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,94,00:07:25.470,00:07:26.550,Jamie Hill,buy it was has been.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,95,00:07:26.880,00:07:29.520,Jamie Hill,Five movies for $7 for seven days.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,96,00:07:29.610,00:07:30.330,Beau Newsome,yeah yeah.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,97,00:07:30.570,00:07:33.780,Jamie Hill,which was like didn't roll off the tongue.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,98,00:07:34.260,00:07:34.620,Jamie Hill,No.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,99,00:07:35.130,00:07:39.150,Beau Newsome,I wanted it to be 5755 movies.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,100,00:07:39.570,00:07:42.330,Beau Newsome,$7 five days yeah yeah.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,101,00:07:42.750,00:07:49.680,Beau Newsome,yeah we also thought that the seven days would help people remember like when they get movies kind of thing.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,102,00:07:49.740,00:07:53.280,Jamie Hill,It was really nice to hand movies to people and be like you have a day.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,103,00:07:53.430,00:07:55.980,Beau Newsome,Right bring him back this time.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,104,00:07:56.370,00:07:57.390,Beau Newsome,In one week yeah.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,105,00:07:57.750,00:08:00.570,Beau Newsome,yeah instead of doing the five day mass or they're like okay.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,106,00:08:01.530,00:08:03.420,Jamie Hill,Does that does that mean to us today count.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,107,00:08:03.480,00:08:06.510,Beau Newsome,yeah yeah so that was a little bit easier.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,108,00:08:09.150,00:08:14.100,Beau Newsome,And do you remember as a customer the store changing from the fifth street to Main Street.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,109,00:08:16.410,00:08:17.580,Jamie Hill,I don't I think.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,110,00:08:19.110,00:08:27.510,Jamie Hill,"It either happened, like my senior year while I was student teaching or while I was gone, but when I came back to my school, it was on Main Street.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,111,00:08:28.440,00:08:28.800,,Okay.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,112,00:08:30.060,00:08:33.600,Beau Newsome,"And how shortly after you came back, did you start working at kenworthy.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,113,00:08:34.860,00:08:45.300,Jamie Hill,"um I was in town for about six months, and then I started working at the Kennedy so I started there in March of 2013.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,114,00:08:46.230,00:08:46.590,,Okay.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,115,00:08:50.220,00:08:50.460,Jamie Hill,yep.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,116,00:08:50.880,00:08:57.540,Beau Newsome,And you have you always known about the team we've we've talked about the kenworthy a lot on this these interviews and stuff but.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,117,00:08:57.960,00:08:58.230,Beau Newsome,Pretty you.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,118,00:08:58.830,00:09:02.520,Beau Newsome,Know it's just a local well I guess you can explain it a little bit better what can we.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,119,00:09:02.640,00:09:03.060,Jamie Hill,do that.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,120,00:09:03.180,00:09:09.720,Jamie Hill,"The kenworthy is a nonprofit performing arts Center and we show movies, we do live theater we do.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,121,00:09:10.140,00:09:17.670,Jamie Hill,streamed content from London and New York we basically provide high quality arts entertainment that you can't find anywhere else on the loose.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,122,00:09:18.570,00:09:32.940,Jamie Hill,"So I I had been to the camera, the number of times in college at that time they were only open one or two days a week, and so I had been to a ton of wes Anderson movies i've been to a lot of foreign films, with the kenworthy for extra credit.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,123,00:09:34.290,00:09:50.010,Jamie Hill,"i've been to probably three concerts there and then by the time I started in 2013 we were fully open a solid four days a week, sometimes up to seven and now it's 2021 and we are open consistently, seven days a week, not counting COPA.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,124,00:09:50.730,00:09:56.160,Beau Newsome,yeah okay yeah I always thought the kenworthy in the video store we're just need.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,125,00:09:57.180,00:09:59.610,Beau Newsome,stores to have close to each other.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,126,00:09:59.670,00:10:01.080,Beau Newsome,yeah and especially.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,127,00:10:01.230,00:10:01.620,Beau Newsome,You know.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,128,00:10:01.650,00:10:03.360,Beau Newsome,few doors down basically.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,129,00:10:04.080,00:10:13.170,Jamie Hill,"And I know that can where they always appreciated that relationship, because we could you know run down the street, if something happened to our movie that we were showing or.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,130,00:10:14.070,00:10:23.040,Jamie Hill,"There was a point where our projector decided to stop working and we needed to do something else for the weekend, and so we just ran down the street and said, what can we show for free, this weekend and.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,131,00:10:24.090,00:10:32.820,Jamie Hill,We were always able to find something you know if we had people who ran to the theater they'd say I really want to show the goonies but I don't have a copy of a copy and we'd be like yep.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,132,00:10:33.150,00:10:33.630,Beau Newsome,We do.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,133,00:10:33.720,00:10:34.320,,A minute.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,134,00:10:36.690,00:10:39.570,Beau Newsome,"There we have a whole we have about 35,000 titles, we can choose.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,135,00:10:40.980,00:10:55.320,Jamie Hill,yeah yeah yeah and I know i'm pat and I talked about that a lot to kind of symbiotic relationship of having like we we could promote the the video store and did on our marketing so.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,136,00:10:57.120,00:11:05.970,Jamie Hill,"Like I talked to pat and was like listen you've been giving us free movies, for years, let me do some some free Thank you and so they're basically was a Howard Hughes video.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,137,00:11:07.410,00:11:15.390,Jamie Hill,"Thank you, it wasn't technically an ad but it might as well have been and that ran on a big screen for a solid two years straight.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,138,00:11:15.630,00:11:19.590,Beau Newsome,"Just from the beginning, as people are like taking their seats and stuff like that.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,139,00:11:19.620,00:11:26.880,Jamie Hill,"yep yep big logo up there, so everybody could know like we get a lot of support from them and we want to support them to yeah.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,140,00:11:27.630,00:11:31.260,Beau Newsome,yeah I wish we could have maybe done a little bit more.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,141,00:11:32.310,00:11:44.400,Beau Newsome,I just we've talked about this in the past interviews of just advertising in general we just didn't have a lot of money for it and we were to spend our advertising dollars and stuff like that.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,142,00:11:44.460,00:11:49.980,Jamie Hill,"Right and I know like once I became manager of the store I ran into that a lot, I mean that's.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,143,00:11:50.460,00:12:07.650,Jamie Hill,What I do is marketing and every avenue that I would offer like let's let's not lose this gem I think it's really vital to keep the store running here are some marketing and advertising ideas free or not and and they weren't really well received very often.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,144,00:12:07.920,00:12:20.790,Beau Newsome,"Right yeah I know when I think when probably just from working with you, via the kenworthy just working with the kenworthy when I managed the video store and that's probably how we got to know each other.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,145,00:12:21.240,00:12:21.930,Jamie Hill,mm hmm yep.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,146,00:12:22.380,00:12:22.980,,And then.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,147,00:12:24.570,00:12:30.090,Beau Newsome,"You were kind of helping us with like Facebook and kind of walking me through it, because I was.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,148,00:12:30.120,00:12:30.390,Jamie Hill,yeah.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,149,00:12:30.870,00:12:32.610,Beau Newsome,"kind of a novice at it, you know and.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,150,00:12:33.720,00:12:41.490,Beau Newsome,"uh, but I think it was maybe when you started working there before you started working there is when we developed Facebook and instagram and all that stuff.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,151,00:12:42.990,00:12:47.760,Jamie Hill,"I think the Facebook account, and I think you officially set it up right before.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,152,00:12:48.930,00:13:04.770,Jamie Hill,And then I pretty much came in and filled out all the information and then started posting you know four or five six times a week every Tuesday was posting the releases and making sure like this weekend can get this thing that's been on the new release fall for a minute.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,153,00:13:04.800,00:13:10.800,Jamie Hill,"More i'm get this thing that just dropped, and now you know you can get it cheaper, along with a bunch of other movies so.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,154,00:13:11.220,00:13:12.060,Beau Newsome,I saw the cat.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,155,00:13:12.240,00:13:13.170,Jamie Hill,That there's one.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,156,00:13:15.600,00:13:16.080,Beau Newsome,yeah.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,157,00:13:17.250,00:13:19.590,Beau Newsome,That was always that was a big help you know that was.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,158,00:13:20.820,00:13:24.420,Beau Newsome,I don't know how many followers we had towards the end but.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,159,00:13:24.660,00:13:37.410,Jamie Hill,"Not well they think kind of we had it, we had a solid number growing for sure, and then I know after I left the video store they stopped posting and people just started i'm following and yeah it's like not paying attention.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,160,00:13:37.740,00:13:41.220,Beau Newsome,But that was always need to be like here's tuesday's new releases.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,161,00:13:41.700,00:13:49.320,Beau Newsome,"And here's what's dropped off a new releases into the the seven day rental section, you know that was always.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,162,00:13:49.380,00:13:55.650,Jamie Hill,And it was also really great um I I had a couple different side gigs when I was there and so.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,163,00:13:56.040,00:14:03.540,Jamie Hill,In addition to working full time to kenworthy and full time at the video store I was also teaching at the campus teaching English.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,164,00:14:03.960,00:14:09.960,Jamie Hill,And so I would go to classes and tell them like give them an explanation of how to film movies cinema works.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,165,00:14:10.650,00:14:17.160,Jamie Hill,"And then, at the end I would always be like here's some information about this video store that you may or may not know exists.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,166,00:14:17.610,00:14:23.400,Jamie Hill,And so many of them didn't and I always would either give out like a buy one get one free rental.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,167,00:14:23.820,00:14:37.050,Jamie Hill,"or I would hand out just like I made up some little business cards that had qr codes on them so they could find us on Facebook and those always made our numbers sore and usually like next couple weeks, if you like, a look here, these new people coming through the door.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,168,00:14:38.100,00:14:44.760,Beau Newsome,yeah it was it was tough getting students or sometimes it would hit with whatever you tried.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,169,00:14:45.240,00:14:48.630,Beau Newsome,"And sometimes it wouldn't but, when it hit it was great because.",2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,170,00:14:49.770,00:14:54.090,Beau Newsome,Just had this constant influx of students and how do we get them into our store kind of.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,171,00:14:54.360,00:14:54.660,,Right.,2021-05-11_jamiehill_videostore_transcript.vtt
mainstreet001,172,00:14:55.710,00:15:06.390,Beau Newsome,"But we've talked about this, and also as we straddle that line between not having enough new releases, but still having the the library that.",2021-05-11_jamiehill_videostore_transcript.vtt
