objectid,transcript_line,start,end,speaker,text,txt_filename
mainstreet021,26,00:02:53.220,00:02:53.880,Mitchell Lopez,The smell.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,27,00:02:55.650,00:03:07.680,Mitchell Lopez,"yeah I, to this day, I can still smell walking in there and smelling the vhs tapes because they held a very certain smell and the plastic covers of it.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,28,00:03:08.100,00:03:16.890,Mitchell Lopez,"And a lot of the I ended up taking a couple of the posters from back in the day when they first move, I asked like hey can I have this couple posters and.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,29,00:03:17.970,00:03:20.100,Mitchell Lopez,You can really tell the smell of the.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,30,00:03:21.330,00:03:31.680,Mitchell Lopez,You know the vhs and then they became DVDs through time and it was very unique smell of the atmosphere and the flooring in there as well.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,31,00:03:32.580,00:03:33.750,Monique Lillard,The flooring did you say.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,32,00:03:34.170,00:03:36.870,Monique Lillard,"Yes, haha What about the flooring.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,33,00:03:37.590,00:03:42.930,Mitchell Lopez,"um you know, some of them some of it was carpeted some of it was a wood floor but.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,34,00:03:44.280,00:03:49.800,Mitchell Lopez,"You know it echoed in there and they always had their TV monitor on, and you know they would have.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,35,00:03:51.240,00:03:51.630,Mitchell Lopez,The.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,36,00:03:53.520,00:04:02.850,Mitchell Lopez,"Employee PICs so I got to be friends, a lot of people they're growing up as a kid i'd be like all right, what do you recommend and I started watching cult classics and then I started watching.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,37,00:04:04.380,00:04:20.460,Mitchell Lopez,"You know, foreign films and French films, and you know these crazy Japanese movies, that they would you know recommend and my dad you know would give me a list of movies to select from, and I would literally go from spaghetti westerns to.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,38,00:04:21.510,00:04:31.380,Mitchell Lopez,"You know 1930s black and whites and really understood what our world was made it up, because sometimes we didn't have a lot of.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,39,00:04:32.580,00:04:36.450,Mitchell Lopez,"time to read books, we didn't read a lot of books from the Moscow library, but.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,40,00:04:37.950,00:04:48.150,Mitchell Lopez,That was that was kind of a lot of memories of they still come into cost a lot of them have families and and have matured quite a bit in their their own their own mind so.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,41,00:04:48.840,00:04:51.930,Monique Lillard,You mean that the workers who were there they're still coming into Casa.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,42,00:04:52.020,00:04:54.600,Mitchell Lopez,yeah yeah a lot of them still come in and they.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,43,00:04:55.590,00:05:02.970,Mitchell Lopez,"Really, you know the release still me coming in, as a kid and my siblings and I, you know walking in and.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,44,00:05:03.390,00:05:16.650,Mitchell Lopez,"You know I probably shouldn't say this but they would let us rent the rated R movies, because the news for my parents my parents would call in and be like no a this is Felix aroma we're renting up pretty woman.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,45,00:05:18.720,00:05:24.750,Mitchell Lopez,"You just it's for me because that's actually my mom so you're pretty well sorry, did you hear that part.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,46,00:05:24.810,00:05:28.560,Monique Lillard,yeah so just repeat that about your parents would call in and they'd say what.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,47,00:05:29.310,00:05:36.810,Mitchell Lopez,"And they would a call, they would a call in for us and say hey you know, can you allow them to rent this movie.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,48,00:05:37.770,00:05:45.180,Mitchell Lopez,"Is Felix aroma from Casa we give them permission, just like we would do for the theaters because my parents couldn't leave work and they.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,49,00:05:45.480,00:05:53.910,Mitchell Lopez,"You know, everybody understood who they were and knew that we were good kids that we wanted to go watch it, you know PG 13 movie or rent a PG 13 or rated R movie.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,50,00:05:54.270,00:06:07.110,Mitchell Lopez,"At the time, because he knew the news, you know they were about to close, so we would send us to go pick them up before they were all for it and they would watch it after work or you know, on a Sunday, when you know we weren't open or or such.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,51,00:06:08.010,00:06:19.230,Monique Lillard,"So i'm feeling this oral history as not just about the video store, but also about downtown Moscow, so why don't you explain who your family is and what business they run.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,52,00:06:19.890,00:06:32.670,Monique Lillard,"And then I think that also links up with the fact that you remember the smell and you're the only person who has said that but, of course, once you explain your profession taste and smell is very important to you so go ahead, let us know who you are and who your family is.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,53,00:06:33.360,00:06:37.260,Mitchell Lopez,"um again, my name is Mitchell Lopez my family.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,54,00:06:38.430,00:06:50.490,Mitchell Lopez,And I own and operate la Casa Lopez in Moscow Idaho and we've been a part of the restaurant industry in the area since 1994 and we have been.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,55,00:06:51.690,00:06:55.890,Mitchell Lopez,Huge part of this community in can be involved in a Mexican cuisine.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,56,00:06:57.150,00:07:11.550,Monique Lillard,"Absolutely, and I will tell you I dream of your spinach enchiladas and other such things so yeah it's great food and and the T shirt that you're wearing and it's kind of off the screen, but is the Lopez logo there you go.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,57,00:07:11.610,00:07:12.360,,There you go.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,58,00:07:13.980,00:07:15.060,Mitchell Lopez,lot of her family.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,59,00:07:16.320,00:07:25.950,Mitchell Lopez,"My siblings and I went to line we all incorporated a lot of her teachings here at the restaurants and education, my brother is a graphic designer.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,60,00:07:26.370,00:07:49.050,Mitchell Lopez,"And I he he helped develop their logo reestablish our logo, you know, we were all involved, I did marketing and business my other siblings did either some form of hospitality or accounting, so this mainly is our is our family our family business Chris as you would call it as well.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,61,00:07:49.110,00:07:55.410,Monique Lillard,"yeah it's beautiful it's lovely yes and your family certainly been involved in the Community in many, many ways.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,62,00:07:56.010,00:08:06.240,Monique Lillard,"I want to go back to the video store there you said, your father and maybe your mother recommended one type of films and the staff at the at the video store recommended another.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,63,00:08:06.690,00:08:18.780,Monique Lillard,"Focusing on your parents first What was their attitude toward you're watching movies, what what what What were they trying to teach you something that they have a list of every normal person has to have seen these movies, or what was the story.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,64,00:08:19.320,00:08:28.050,Mitchell Lopez,"So we couldn't really afford to travel as much so they wanted us to really at the time, really see an adventure out.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,65,00:08:28.980,00:08:37.980,Mitchell Lopez,"Through film and understand different cultures and different environments and see Okay, you know, this is a place that I really want to go to and check out when we could travel.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,66,00:08:38.280,00:08:53.310,Mitchell Lopez,"So they really wanted us to open up our minds, because books, you know, can have that imagination, but you don't really get to see a story be built, you know in front of you going oh my gosh you know and that's when I really understood that it really fall in love.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,67,00:08:54.510,00:09:04.980,Mitchell Lopez,"with Moscow and a restaurant, because we really were able to see what the atmosphere really brings a smile to people's taste palettes and.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,68,00:09:05.730,00:09:14.220,Mitchell Lopez,"You know, some people are unfortunately will never be able to go to Mexico, so they really can't ever have that taste of food and that's the same thing.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,69,00:09:15.180,00:09:23.370,Mitchell Lopez,"That we do cultural understanding was through film and i've always wanted to go to New York, because I saw so many New York movies.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,70,00:09:23.640,00:09:33.450,Mitchell Lopez,"And I got to go there, when I was 21 and it was the exact experience that I saw on film, I want to go there, I wanted to go there and eat that food, and you know try all these things and.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,71,00:09:33.930,00:09:45.900,Mitchell Lopez,"It was the exact same thing as I saw in film and the same thing for Paris as well, I always wanted to go there and we went there, and my mind, is completely blown gone, this is exactly as to what I saw on film so.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,72,00:09:46.860,00:09:59.730,Monique Lillard,"that's wonderful it just happened actually and I can't remember the name of the film, but it was a terrible movie we were watching it on netflix just a night or two ago, and I said, the only good thing about this is it's taking us to places we've never been yeah.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,73,00:10:01.050,00:10:01.860,Monique Lillard,That was fun.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,74,00:10:02.400,00:10:12.420,Monique Lillard,"That was fun everything else was ridiculous, but it was kept me watching yeah, whereas the staff was pointing us toward what kind of movies.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,75,00:10:13.260,00:10:18.000,Mitchell Lopez,You know they really it was all because the saw.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,76,00:10:19.770,00:10:26.760,Mitchell Lopez,"Much I was evolving and film and what I was looking at and be like Okay, if you like this movie let me connect you to this other movie you know.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,77,00:10:27.060,00:10:36.180,Mitchell Lopez,"And then cult classics just became so my favorite movies, because they were Their stories are so crazy and someone will make so much sense now because it actually happened but i'm.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,78,00:10:36.600,00:10:51.990,Mitchell Lopez,"Really really pinpointed exactly okay you love this actor, while you like this kind of Western or you like this kind of action movie and you like this kind of you know romantic comedy and stuff and I think that's what really developed me to be such a you know cheesy romantic I think.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,79,00:10:52.710,00:11:07.200,Mitchell Lopez,"This was one of the stuff that they really pinpointing no okay you love your family owns a restaurant need to watch cocktails you know I watched the movie cocktails a Tom cruise and I was like you know, I was like God i'm such a romantic idiot you know.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,80,00:11:08.430,00:11:16.890,Mitchell Lopez,And that's and that's kind of what evolved in our in our in our in the way we we think I think as a film watchers you know yeah yeah.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,81,00:11:16.950,00:11:24.270,Monique Lillard,"that's wonderful um, are there any people, in particular, who stand out to you, either by name or by position at the store.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,82,00:11:24.960,00:11:28.380,Mitchell Lopez,You know a lot of them I didn't know by name I just know about their face but.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,83,00:11:29.460,00:11:40.050,Mitchell Lopez,You know if I if I was able to really think hard and think of who they were and what they did there they really made Moscow.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,84,00:11:40.860,00:11:59.280,Mitchell Lopez,"easier to live in during really harsh times whether it was whether or or you know business closing because you know those economic flows that we have, for you know the last you know 25 years and they really, really made it very easy to live, you know vicariously through film.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,85,00:12:00.210,00:12:07.200,Monique Lillard,"that's a nice thing to say that's Nice and I guess I should ask, in the name of thoroughness, did you ever go to any of the other video rental places in town.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,86,00:12:07.260,00:12:14.700,Mitchell Lopez,"yeah so i'm due to, of course, financial financial law.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,87,00:12:16.500,00:12:24.780,Mitchell Lopez,"Okay budgeting I guess Howard Hughes, you know we would always call her first hey the new trilogy came out for Star Wars, you know.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,88,00:12:25.050,00:12:32.640,Mitchell Lopez,"Do you have it, you know we only have two copies of you know each film we don't have it they're booked out until you know, three days from now, because you remember the whole.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,89,00:12:33.000,00:12:41.280,Mitchell Lopez,"rent you can only have the new ones for a day or you can rent it, you know the other ones for three days, so we had to go to movie gallery across town.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,90,00:12:42.420,00:12:51.210,Mitchell Lopez,And then he scenes came on and we didn't run from Hastings because you just didn't have the same feel you know it was it was kind of like a walmart of.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,91,00:12:51.600,00:13:07.800,Mitchell Lopez,"movie watch and you know, so we always you know our first option was always our Hughes and then our second was movie gallery or video, and we know when they change ownership and then we would go to Hastings hazing was always our third option, but you know it made it really.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,92,00:13:09.390,00:13:22.350,Mitchell Lopez,"really hard to go somewhere else, because we wanted to make sure that that please survive because movie rents, you know, has always been that feel you know that that and when they went downtown to the other location.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,93,00:13:23.460,00:13:32.220,Mitchell Lopez,"You know, it was really hard because they weren't making it, you know Amazon and netflix and all that really killed, you know there's that song that radio.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,94,00:13:34.560,00:13:36.330,Mitchell Lopez,Radio killed the What was it called.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,95,00:13:37.200,00:13:41.070,Monique Lillard,"Oh, I I think I know what you're talking about, but I cannot fish it out of my brain.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,96,00:13:42.180,00:13:45.600,Mitchell Lopez,"or video killed the radio star, I think.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,97,00:13:47.220,00:13:49.680,Mitchell Lopez,lights first so you know netflix killed the.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,98,00:13:50.220,00:13:53.250,Mitchell Lopez,"netflix killed the video store, you know.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,99,00:13:53.880,00:13:59.250,Monique Lillard,"Well, and that's what I was just about to ask you, so how did the store change over the years from your perception.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,100,00:13:59.430,00:14:09.810,Mitchell Lopez,"You know, they did they still did a really good job of keeping that you know hip you know artists motivated film kind of sewer.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,101,00:14:11.010,00:14:20.520,Mitchell Lopez,"place to be at and they did an amazing job of it, but you know again it was really hard for them to stay open and we understand why they haven't shut down but.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,102,00:14:21.870,00:14:36.960,Mitchell Lopez,I still went there up until they shut down and rented and bought movies and DVDs and you know my little cousins that come to visit i'm like Have you ever seen goonies I have it on DVD let's get you entertained for the next few hours well and.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,103,00:14:38.100,00:14:44.430,Mitchell Lopez,that's what I think is going to be missing from a lot of people's understanding of what film really is all about.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,104,00:14:45.600,00:14:52.200,Monique Lillard,"yeah you don't think that movies, are as accessible online or through streaming.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,105,00:14:52.980,00:14:54.300,Mitchell Lopez,goonies is worried exactly.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,106,00:14:54.330,00:14:57.840,Monique Lillard,"If you wanted to show it to them, and you were using online What would you do.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,107,00:14:58.410,00:15:13.650,Mitchell Lopez,"You know, right now is is you know there's so many outlets for film and you have to you know get so many subscriptions that or you have to buy it on Amazon, if you don't if you can't get it from whatever you're using Disney plus or netflix or.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,108,00:15:14.700,00:15:15.990,Mitchell Lopez,"apple TV, you know.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,109,00:15:17.790,00:15:25.170,Mitchell Lopez,"It is hard you know it is hard, if you don't have that clutch in on hand, or you still have to be re or vhs and.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,110,00:15:26.400,00:15:39.150,Mitchell Lopez,"It really makes it hard, because having it be you know just like dinner at home, you know you're cooking dinner, and you sit down and make it a unit together instead of just you know grabbing a you know something from a store.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,111,00:15:40.140,00:15:48.060,Mitchell Lopez,"etc, I think, not being able to have that DVD on hand or vhs or you plug it in, and you have to watch it.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,112,00:15:48.750,00:15:57.960,Mitchell Lopez,"right then and there, and you got to watch it at that time you got to make time for it, because you got to bring it back to the store, you know it makes it really hard for people to have that.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,113,00:15:58.590,00:16:11.370,Mitchell Lopez,"let's watch it all together and understanding and talk about it afterwards, and you know get ideas from it really is the accessibility, I believe, is is dead, you know as it doesn't exist anymore yeah.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,114,00:16:12.420,00:16:27.810,Monique Lillard,"that's very interesting that's a very good point, I think, because that's what we're trying to get at in this is what was special about that experience now tell me this Have you considered going to the Moscow public library, or even the University of Idaho library to get some films.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,115,00:16:28.290,00:16:32.400,Mitchell Lopez,"You know my fiance and I talked about this, the other day because.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,116,00:16:33.420,00:16:46.950,Mitchell Lopez,"I haven't been to the public library peaches not and not because I don't read is because we go to the downside bookstore want to be able to you know pay for a book, you know when we need we have been really.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,117,00:16:48.360,00:16:55.890,Mitchell Lopez,"we've been really wanting to get into learning our surroundings, when we go camping and understanding what you know what.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,118,00:16:56.220,00:17:07.290,Mitchell Lopez,"pushes that what leaf is that what tree is that because we want to know what our environment is around so we went to the store and bought a book, because we can take it with us and we've thought about what.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,119,00:17:07.830,00:17:15.330,Mitchell Lopez,we're you know we bought a house and we need to go to the library and i'm like oh my gosh I just remember going to the public library.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,120,00:17:15.750,00:17:23.670,Mitchell Lopez,"When my parents would not want to give me any more money to go, you know rent more you know movies and and they're like you have a library card goes to what they either i'm like.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,121,00:17:24.090,00:17:30.390,Mitchell Lopez,holy cow we have this movie there that I want my parents will give me money because I again I watched way too many movies.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,122,00:17:31.230,00:17:32.280,Monique Lillard,I think we all did.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,123,00:17:33.360,00:17:45.900,Monique Lillard,"yeah I know what you mean, I will just say I recommend the public library to their credit, they stayed open through a lot of Kobe I mean it took them a while to open back up and they've got tons of protocols.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,124,00:17:46.440,00:17:57.720,Monique Lillard,"Complicated protocols, but they they have managed to stay open you can't just stay in there forever, but you can walk in you could walk in with your little cousins or whoever and yeah.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,125,00:17:58.200,00:18:06.720,Monique Lillard,"They have a lot of movies, but goonies remains a good example I don't know, but my bed, is that they don't have goonies because they have kind of more literary.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,126,00:18:07.770,00:18:19.530,Monique Lillard,"fancier movies now not only there's some they have a collection but and that yeah so just just as a as a thought, and of course it's the University of Idaho library who's.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,127,00:18:19.950,00:18:28.530,Monique Lillard,"paying for this whole oral history, so I suppose I could put in a plug for them, but I have not quite gotten into a rhythm of going to them to rent videos.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,128,00:18:29.400,00:18:33.900,Mitchell Lopez,"Do they do, they have a lot of a do we have a pretty good videography there I.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,129,00:18:33.930,00:18:42.690,Monique Lillard,don't actually know I know they do have videos and I need to go and explore exactly what they've got my my favorite way of exploring.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,130,00:18:43.350,00:18:49.590,Monique Lillard,is to go and walk and look at the shelves okay and that's what I liked about Howard Hughes and then Main Street video co op.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,131,00:18:50.520,00:19:01.110,Monique Lillard,"So I, and I suppose there's a list i'm sure there's a list i'm sure they have a card catalog come to think of it, but I will go and look at the shelf sometime but, at the ui so we'll see how it goes but.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,132,00:19:03.000,00:19:21.120,Monique Lillard,"So did you kind of track the process of the move from the place across from where co op is now to the place on Main Street, and then the move from private ownership into the cooperative did that kind of enter your consciousness, or were you busy with 1000 other things that are life.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,133,00:19:21.480,00:19:27.780,Mitchell Lopez,"I did actually and I knew a few people that were doing a Co op transition and all that and I knew everything about it because, again I.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,134,00:19:29.130,00:19:36.810,Mitchell Lopez,"it's near and dear to my family, you know that you know how to use video and trying to keep that culture and understanding, where.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,135,00:19:37.200,00:19:49.530,Mitchell Lopez,"You know people go quantum be like oh my God he's still going to DVDs or oh my God you're still rent you know you still watch it on etc, and I don't think they quite understand the field that somebody gets on the do that and understanding that.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,136,00:19:50.850,00:20:00.450,Mitchell Lopez,"We are very fortunate for filmmakers to really have that process of the type of film that we're using and going, you know and being able to.",2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,137,00:20:00.480,00:20:01.200,Mitchell Lopez,transfer from.,2021-04-29_mitchelllopez_videostore_transcript.vtt
mainstreet021,138,00:20:01.260,00:20:08.280,Mitchell Lopez,Point a to Point B and have all these older movies over there and I wish I wish I had the money.,2021-04-29_mitchelllopez_videostore_transcript.vtt
