objectid,transcript_line,start,end,speaker,text,txt_filename
mainstreet009,28,00:03:21.750,00:03:35.610,Cody R. Moore,"that's mostly what we kind of consumed, and I, at one point I think a little notepad APP on my phone just to make a list of movies, you know, I was there and so i'd have about 25 to 50 movies in any one time because.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,29,00:03:36.390,00:03:40.770,Cody R. Moore,"When you're in there when you're in there, there was a lot to browse through so I would take notes.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,30,00:03:42.120,00:03:43.710,Cody R. Moore,But yeah the collection was great.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,31,00:03:44.970,00:03:50.850,Cody R. Moore,"gosh you know it's the fun atmosphere is good little Community store, you know I think I won the.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,32,00:03:52.380,00:04:08.520,Cody R. Moore,"raffle once you know where you got to put your own little selection of movies up there, you know the homie little classic movies store where the general it seemed like the people in there to really sort of knew their stuff so it felt like a little bit of a.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,33,00:04:09.600,00:04:14.280,Cody R. Moore,"You know, a movie story you'd see on on seinfeld show or TV or something.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,34,00:04:15.570,00:04:17.910,Monique Lillard,Right so did you ever go to the other video stores in town.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,35,00:04:18.300,00:04:20.850,Cody R. Moore,i'll never know loyal to no.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,36,00:04:21.720,00:04:22.560,Cody R. Moore,"No, I.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,37,00:04:22.920,00:04:28.200,Cody R. Moore,"I think growing up in Poland, I absolutely did I absolutely did I mean it was a.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,38,00:04:30.180,00:04:37.440,Cody R. Moore,"yeah but not in Moscow so much, I mean we would just you know I would on the weekends and stuff and pulling out right down to strongest every weekend.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,39,00:04:37.620,00:04:39.030,Monique Lillard,It was just a part of those kids.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,40,00:04:39.270,00:04:39.930,Cody R. Moore,But not over here.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,41,00:04:40.290,00:04:44.790,Monique Lillard,"yeah yeah Okay, and I was gonna ask you, your favorite section, but I think you just went through.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,42,00:04:45.630,00:04:49.110,Monique Lillard,A lot of your favorites there are one that really stands out or.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,43,00:04:49.530,00:04:52.290,Cody R. Moore,"No, no, no, I.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,44,00:04:54.600,00:05:08.130,Cody R. Moore,"I can't think of any know, as I said, though, I mean my late before it closed, you know the last few years were mostly on the weekends, I would bring a kid with me and they'd run around the store and pick some and I would pick some i'm just fun.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,45,00:05:08.400,00:05:16.320,Monique Lillard,yeah yeah so were you aware of the decision to for the group of individuals who owned the store.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,46,00:05:16.650,00:05:30.390,Monique Lillard,"When they started saying you know, we need to sell the store to someone and then that became the process that ultimately led to the Co operative being formed, we did that really into your consciousness were you part of that are aware of it.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,47,00:05:30.600,00:05:33.240,Cody R. Moore,"No, I mean, of course, as a.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,48,00:05:34.440,00:05:46.680,Cody R. Moore,"As a person who pays attention you always kind of wonder, you know how does this business model continue to succeed without a lot of intentional supportive our Community, and so that was there, but.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,49,00:05:47.700,00:05:55.260,Cody R. Moore,"I wasn't aware of anything behind the scenes until well never really until I got involved, from a legal perspective but.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,50,00:05:57.480,00:06:05.730,Cody R. Moore,"But I was aware, when it was starting to move toward the cooperative but i'm sure at that point, there was already a lot lot done behind the scenes yeah.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,51,00:06:05.790,00:06:07.050,Monique Lillard,yeah and.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,52,00:06:08.250,00:06:09.390,Monique Lillard,What do you think.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,53,00:06:11.550,00:06:16.860,Monique Lillard,"This is sort of a general question, what do you think caused the demise of the store.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,54,00:06:19.050,00:06:19.620,Cody R. Moore,well.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,55,00:06:21.720,00:06:23.130,Cody R. Moore,"Of course, some of mine.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,56,00:06:25.020,00:06:32.010,Cody R. Moore,"Some of this will be pure speculation, of course, but I think it's sort of a multitude of factors, I think.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,57,00:06:33.090,00:06:37.800,Cody R. Moore,The business model is a tough one it's outdated and it really takes.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,58,00:06:39.210,00:06:52.980,Cody R. Moore,"People that you really have to kind of convince people that this is a better way to consume movies, and things than just clicking a button or on your phone or the TV so i'm sure that's a big part of it.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,59,00:06:54.510,00:06:58.470,Cody R. Moore,"And and that's something that I tried to do I don't mean to go off topic here, but that.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,60,00:06:58.470,00:07:14.850,Cody R. Moore,"is something that I loved to do, I mean we would try to get our own I had some I had a couple of accounts that I just had money on trying to get my employees to use it and try to convince you know there's any small business any local small business, especially.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,61,00:07:15.960,00:07:22.860,Cody R. Moore,serves several functions it's not just whatever the product or selling or service they're providing it's.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,62,00:07:23.220,00:07:30.810,Cody R. Moore,it's that social interaction and you know as a small business you'll often get to know the the people that run it in the owners and that kind of a thing.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,63,00:07:31.200,00:07:43.740,Cody R. Moore,"And so there is something about getting out of your House, you know, on a rainy day or something going to movies story there's just something about it is a genetic why you just can't it's but it's there and it's undeniable and you kind of have to lead people to that.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,64,00:07:44.190,00:07:54.150,Cody R. Moore,"And I certainly try but but that's in the end of the day, and maybe that's not enough and maybe the market just wasn't there um.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,65,00:07:55.320,00:08:12.480,Cody R. Moore,"I don't think that's the entire entirety of it, though, because one thing that is great about Moscow in the downtown is there there's just one of every kind of store that doesn't exist anymore there's a toy store and a shoe clinic and a.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,66,00:08:13.830,00:08:24.900,Cody R. Moore,"In all historic movie theater and record store tapes I mean there's they do still exist, these stores that are businesses that are pretty.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,67,00:08:25.980,00:08:26.700,Cody R. Moore,outdated.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,68,00:08:28.560,00:08:40.320,Cody R. Moore,"And so, from my personal experience, which is derived from two portions one is a customer and one is, from what I witnessed when I got involved from legally.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,69,00:08:41.760,00:08:42.390,Cody R. Moore,I don't.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,70,00:08:43.980,00:08:51.540,Cody R. Moore,"I think it was mismanaged and I think that you know there wasn't much marketing going on, I mean at a point I couldn't.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,71,00:08:52.200,00:08:59.370,Cody R. Moore,"I couldn't just go on Facebook and see what new movies were there, and you know that's just kind of stuff that every small business has to be.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,72,00:08:59.760,00:09:07.890,Cody R. Moore,"well equipped for and that's not a moral judgment on anyone involved, but that's just the reality that's that's what you have to do and those things weren't being done and.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,73,00:09:09.090,00:09:14.820,Cody R. Moore,"When I got involved later, and we can talk about that, whenever, but when I got involved.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,74,00:09:16.620,00:09:19.230,Cody R. Moore,"Legally, representing the building owner.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,75,00:09:20.790,00:09:35.640,Cody R. Moore,It became apparent that significant bills weren't just weren't being paid that the obligations weren't being taken care of and that's certainly not a good sign of a proper management.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,76,00:09:37.860,00:09:46.470,Cody R. Moore,it's it got to a point where they were so far behind that it was probably pretty obviously insurmountable and.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,77,00:09:48.150,00:09:55.740,Cody R. Moore,"A well run business doesn't get to that point, there are conversations with the people they owe money to there are decisions that are made before.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,78,00:09:56.220,00:10:04.440,Cody R. Moore,"The decisions is forced upon them by a lawyer or a building owner or whatever, and those things weren't done, you know, I think, I think, to a degree.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,79,00:10:05.910,00:10:12.120,Cody R. Moore,"Whoever was running it that got it, you know there's volunteers involved so again i'm not trying to make moral judgments or anything like that, but.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,80,00:10:13.980,00:10:18.240,Cody R. Moore,But steps weren't taken to to sort of mitigate the.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,81,00:10:19.560,00:10:27.060,Cody R. Moore,"You know, to sort of stop the bleeding early on, and I think that had more people been involved.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,82,00:10:28.530,00:10:29.460,Cody R. Moore,Had the Community.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,83,00:10:30.870,00:10:46.020,Cody R. Moore,"Had the people in charge reached out to Community members that were vest that were invested that had means or or resources to try to maybe solve a problem, maybe it could have frankly I don't know if it would have but perhaps it could have been.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,84,00:10:47.550,00:11:05.160,Cody R. Moore,"saved had some of those things happened and so it's obviously easy with in hindsight, to go back and say what you could have done, but I don't feel like it's nitpicking to say you know some things could have been done differently and the the organization cook them managed in a more.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,85,00:11:07.200,00:11:08.100,Cody R. Moore,professional manner.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,86,00:11:09.150,00:11:12.120,Monique Lillard,"Well, why don't you go ahead and tell us about your involvement and how.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,87,00:11:13.260,00:11:19.590,Monique Lillard,How did you get involved in at what point and let's just say you're a lawyer so go ahead and describe kind of where you are.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,88,00:11:19.770,00:11:21.090,Cody R. Moore,yeah Thank you.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,89,00:11:22.410,00:11:24.030,Monique Lillard,"Good one, of course, but yeah.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,90,00:11:24.180,00:11:25.320,Cody R. Moore,"Well, everyone I.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,91,00:11:26.400,00:11:36.060,Cody R. Moore,Hope you yeah i'm i'm a attorney here in Moscow near downtown Moscow from West progress more and I practice.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,92,00:11:37.920,00:11:41.580,Cody R. Moore,quite fair without breaking down the percentages.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,93,00:11:42.840,00:11:45.540,Cody R. Moore,civil litigation real estate and.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,94,00:11:47.460,00:11:57.720,Cody R. Moore,Some business type things but but civil litigation real estate or private majority of it and so it's not uncommon that will get a call with.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,95,00:11:59.280,00:12:06.270,Cody R. Moore,"let's say a landlord, whether it be residential or commercial that has an issue with the tenant or vice versa, you know we'll get those calls.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,96,00:12:06.750,00:12:22.650,Cody R. Moore,And in January of 2020 we got a call a new intake and the way our intake system runs the front desk just emails it out after doing an initial conflict check to the attorneys and I just see video store.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,97,00:12:23.670,00:12:32.970,Cody R. Moore,Like not eviction but something to that effect and it's been i'm uh i'll say this with a little with my tongue just a little bit in my cheek but.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,98,00:12:33.540,00:12:47.550,Cody R. Moore,"I mean it won't actually kind of hurt I just because because of my because of the because I love the store, you know, and so, but I thought you know i'm gonna you know what we'll talk to this person and we'll see and.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,99,00:12:48.600,00:12:53.520,Cody R. Moore,"You know, even when you're representing one side you can still sometimes come out with a.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,100,00:12:54.540,00:13:03.330,Cody R. Moore,"solution it's positive for the Community are positive for everybody that kind of a thing it doesn't always have to be you know daggers out, and so I I.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,101,00:13:04.350,00:13:08.130,Cody R. Moore,saw I was contacted by the building owner and the long and short of it was is.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,102,00:13:09.450,00:13:15.480,Cody R. Moore,"The building owner had been paid rent and something like six months it actually, I think, been longer than that she had reduced.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,103,00:13:16.080,00:13:22.620,Cody R. Moore,They had reduced the rent to try to help the video store and maybe partial payments of a couple hundred bucks were being made.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,104,00:13:23.100,00:13:34.290,Cody R. Moore,"And I think rent was something like 2000 so I mean just it wasn't it was adding up and, in addition, the the store owner also was one of the earliest the building owners, excuse me.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,105,00:13:35.190,00:13:45.060,Cody R. Moore,"Also, so that sold the business to the video stores, so there was another obligation under that that was either do or coming to and wasn't being paid.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,106,00:13:45.720,00:13:56.760,Cody R. Moore,"And so, initially, I gave some advice and without getting into too all those protected things and we gave the video store notice that they needed to.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,107,00:13:58.380,00:14:04.350,Cody R. Moore,"become current because, frankly, in my experience, when a tenant becomes.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,108,00:14:06.990,00:14:16.620,Cody R. Moore,"That far behind you know just in number of months, six months or so, you know behind in rent it does you know it becomes a problem unless they can.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,109,00:14:17.550,00:14:30.420,Cody R. Moore,"quickly come up with a solution, of course, if they can quickly come up with a solution, why are they six months behind in right that's that's that's why I say that's why I said earlier, this could have been if the bleeding couldn't stop earlier, you know, maybe something could been done.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,110,00:14:31.740,00:14:39.420,Cody R. Moore,"At that time, to do the building owner was also in a position where they needed to probably sell the building and it becomes difficult to sell a building with a.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,111,00:14:40.500,00:14:44.580,Cody R. Moore,With no one wants to buy a lawsuit or no one wants to buy a tenant.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,112,00:14:45.600,00:14:58.290,Cody R. Moore,"it's not saleable, and so we provided them with a notice, I think the owner did directly under the lease I think there was a 60 day requirement to to say your rents overdue.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,113,00:14:59.340,00:15:00.030,Cody R. Moore,and,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,114,00:15:01.320,00:15:16.050,Cody R. Moore,"The expectation was that we would hear something that some conversation would occur to try to solve this problem, and I think that was in January and by the beginning of March, we hadn't heard anything, and so I sent a letter on March.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,115,00:15:17.310,00:15:31.230,Cody R. Moore,"2 to the board President for the Moscow video co op effectively saying we sent this darn near 60 days ago we haven't heard anything this letters and attempt to implore you to try to you know, engage in some conversation.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,116,00:15:32.340,00:15:40.530,Cody R. Moore,"Additionally, this building's been sold and we received a response back effectively saying like you know we're sorry that you don't feel we're communicating.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,117,00:15:41.880,00:15:45.630,Cody R. Moore,We have till 60 days um.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,118,00:15:47.280,00:15:55.320,Cody R. Moore,"Well, we should have some answers on the next few days, but you know, again we haven't heard anything for six months, and then 60 days and you're not having a lot of confidence.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,119,00:15:55.890,00:16:11.280,Cody R. Moore,And so frankly I reached out to other I looked up who else was on the board and we reached out to the other board members and they quickly said oh gosh yeah here i'll talk to you and we understand the problem and and we started getting to work on on problem solving.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,120,00:16:12.450,00:16:26.070,Cody R. Moore,"um unfortunately at that point, I from my experience the leadership for the for the co op was kind of a you know and they're the when I say leadership, I mean the volunteer board.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,121,00:16:26.640,00:16:42.300,Cody R. Moore,I think they were they didn't have the bandwidth they didn't have the numbers they didn't have the energy or the resources to or they just didn't have an idea of how to fix it and or the ability to fix it and so at that point.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,122,00:16:43.500,00:16:48.150,Cody R. Moore,"You know, I think it felt a little bit like they were asking us what to do.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,123,00:16:49.230,00:16:57.210,Cody R. Moore,"In terms of what do you want us to do and said well the building is going to be sold, and you know we want, we.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,124,00:16:58.710,00:17:03.570,Cody R. Moore,"My client myself, nobody wants this just to like dissipate into nothing.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,125,00:17:04.410,00:17:14.520,Cody R. Moore,"So let's try to figure something out, and you know you talk to your board, and please come up with something and I think at one point they were planning on doing like a sidewalk sale for for DVDs but there's 30,000 of them.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,126,00:17:16.200,00:17:19.260,Cody R. Moore,And so it just it just wasn't going anywhere frankly and.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,127,00:17:20.070,00:17:29.760,Cody R. Moore,"On the other side of it, the buyers of the building were trying I can't speak for them, because I didn't represent them, but I believe they were even trying to be helpful at the point they were.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,128,00:17:30.450,00:17:37.290,Cody R. Moore,"At a point I think trying to figure out a way if if the video court store could just stay there for another six months, while they figured it out.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,129,00:17:38.220,00:17:53.700,Cody R. Moore,"But coven hit and impacted everyone's finances abilities, whatever in the building owners can no longer offer that and we in the video start kind of Mr window to try to capture on that and so um so.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,130,00:17:55.410,00:17:56.730,Cody R. Moore,I reached out.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,131,00:17:59.010,00:18:10.290,Cody R. Moore,i'm also on the board of the kenworthy performing arts Center and the movie theater that's a couple of doors down downtown Moscow and I brought this to the attention of my board.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,132,00:18:12.630,00:18:13.980,Cody R. Moore,Is a vague concept.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,133,00:18:15.540,00:18:18.180,Cody R. Moore,Because it was clear that my client.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,134,00:18:19.350,00:18:32.460,Cody R. Moore,"needed to have the video store move at that point, let alone the $20,000 plus that was owed to them, but in order to close on the sale of the building, which really needed to happen.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,135,00:18:33.390,00:18:49.650,Cody R. Moore,"It couldn't be full of all of this stuff, and so the kenworthy agreed initially to just be a good neighbor basically and and accept the movie so they could just be dropped off there and then you know figure out what happens after that.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,136,00:18:51.690,00:19:00.960,Cody R. Moore,"And I think within the span of a week, though, that we developed our I developed along with my client with her.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,137,00:19:03.330,00:19:09.390,Cody R. Moore,"consent, obviously, and you know I had to recuse myself from a board vote and on the kenworthy but.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,138,00:19:10.860,00:19:15.270,Cody R. Moore,I effectively we came up with a solution of sorts.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,139,00:19:16.560,00:19:21.240,Cody R. Moore,"which was in the Moscow video caught board agreed to it, which was that.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,140,00:19:22.680,00:19:24.270,Cody R. Moore,The video co op would.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,141,00:19:25.590,00:19:33.000,Cody R. Moore,"Would assign back all the collection that 30,000 DVDs to the building owner.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,142,00:19:34.980,00:19:42.210,Cody R. Moore,And as settlement for what they owed her and so and we put together a formal settlement agreement and everyone signed it.,2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,143,00:19:43.200,00:19:56.640,Cody R. Moore,"And the the owner of the building thought for a moment about gosh can I sell all these and make the money back and that's that's quite a process, you have to almost someone by one on eBay and so.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,144,00:19:57.420,00:20:04.890,Cody R. Moore,"Instead, what what she did is she donated them to the kenworthy performing arts Center, which is a 501 C three nonprofit and.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,145,00:20:06.300,00:20:17.100,Cody R. Moore,"was able to you know, to make that charitable donation and then the kenworthy was able to accept them, and so it was a way to solve the video stores problem because.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,146,00:20:17.790,00:20:27.060,Cody R. Moore,"They couldn't they didn't have the bandwidth to get it done on their own, we tried and they try and it just wasn't happening, it the it partially solved my clients problem.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,147,00:20:27.690,00:20:41.880,Cody R. Moore,"because she realized she wasn't going to get paid what she was old, but at least she can make this charitable donation and you know I don't know if she ultimately do their taxes, but hopefully got a benefit, hopefully, that was beneficial to her and it.",2021-05-14_codymoore_videostore_transcript.vtt
mainstreet009,148,00:20:42.960,00:20:53.220,Cody R. Moore,And i'll get to in a second she wanted to preserve the collection and everyone involved wanted to their core and so and then for the kenworthy obviously.,2021-05-14_codymoore_videostore_transcript.vtt
