objectid,transcript_line,start,end,speaker,text,txt_filename
mainstreet035,18,00:02:19.020,00:02:22.110,Courtney Berge,"Now these tapes man, I worked there for many years to.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,19,00:02:22.200,00:02:24.840,Monique Lillard,"Oh okay all right, then i've certainly seeing you.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,20,00:02:25.890,00:02:26.310,Monique Lillard,and,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,21,00:02:27.780,00:02:35.460,Monique Lillard,"So your grandfather and his friends are meeting at wheat berries and he take you downtown and Okay, so what are they eating wheat berries.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,22,00:02:35.820,00:02:46.050,Courtney Berge,"They just drink coffee Okay, sometimes they'd buy me a cinnamon roll or a pastry of my own um if it was someone's birthday, we get a cake.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,23,00:02:47.730,00:02:49.440,Courtney Berge,But they just drink coffee.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,24,00:02:49.650,00:02:50.940,,Nice Nice.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,25,00:02:52.020,00:02:54.000,Monique Lillard,Who is your grandfather it's okay to say his name.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,26,00:02:54.450,00:02:56.790,Courtney Berge,His name was jack sage jack.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,27,00:02:56.820,00:02:59.550,Monique Lillard,sage okay I don't know if I knew him.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,28,00:02:59.790,00:03:03.180,Courtney Berge,He was from southern Idaho and didn't move here until.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,29,00:03:04.500,00:03:06.210,Courtney Berge,Until I was about nine or 10.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,30,00:03:08.310,00:03:13.680,Courtney Berge,"And, but he was the other people were longtime late ah residents.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,31,00:03:15.180,00:03:17.400,Courtney Berge,Ted Cowan i'm.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,32,00:03:17.460,00:03:18.270,Monique Lillard,Ted yes.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,33,00:03:18.360,00:03:20.790,Courtney Berge,It did Chrysler.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,34,00:03:24.120,00:03:26.760,Courtney Berge,louie baka from potlatch just.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,35,00:03:27.120,00:03:28.770,Monique Lillard,i've heard all these names that's funny.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,36,00:03:28.860,00:03:38.400,Monique Lillard,"that's funny yeah so you they'd be drinking coffee and you'd run across the street yourself and what was your favorite section and what kind of movies, where you're getting when you were nine or 10.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,37,00:03:39.000,00:03:48.510,Courtney Berge,um I would go to the family section in the classics mostly because I was by myself and I knew I could rent pretty much anything from them without.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,38,00:03:49.800,00:03:50.790,Courtney Berge,issue with my parents.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,39,00:03:52.050,00:03:52.410,Courtney Berge,Right.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,40,00:03:53.280,00:03:54.750,Monique Lillard,"And, some of which you get go ahead.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,41,00:03:55.080,00:03:57.180,Courtney Berge,I did the five for five for five.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,42,00:03:59.070,00:04:06.630,Courtney Berge,And I would get I just remember like my love of classic movies started there because one of the first things I rented was calamity Jane.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,43,00:04:07.710,00:04:12.810,Courtney Berge,With debbie Reynolds and then that got me on a kick of old musical.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,44,00:04:14.580,00:04:15.300,Courtney Berge,That sounds what.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,45,00:04:15.330,00:04:20.310,Monique Lillard,"Are you I don't think i've ever seen calamity Jane with debbie Reynolds i've heard of it, of course, but that's interesting.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,46,00:04:20.400,00:04:22.200,Courtney Berge,Oh sorry not debbie Reynolds Doris day.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,47,00:04:22.260,00:04:25.680,Monique Lillard,"Doris day Okay, easy to easy to make sense.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,48,00:04:26.940,00:04:27.420,Monique Lillard,um.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,49,00:04:28.740,00:04:33.270,Monique Lillard,"let's see were you paying for this by yourself, or is this your allowance money or.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,50,00:04:33.450,00:04:41.490,Courtney Berge,I think it was my allowance money there might have been a timer to my grandpa gave me a few dollars I don't remember okay.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,51,00:04:41.730,00:04:45.600,Monique Lillard,"Okay, and would you watch them by yourself, or with your family or.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,52,00:04:46.170,00:04:50.040,Courtney Berge,"i'm by myself, mostly um.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,53,00:04:51.780,00:05:05.610,Courtney Berge,"I might have watched some with my mom she likes old movies, too, but I only remember watching them by myself and because I was at that time kind of homeschooled so um.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,54,00:05:06.720,00:05:08.880,Courtney Berge,I would just watch them during the day and then.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,55,00:05:09.930,00:05:11.190,Courtney Berge,return them the next week.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,56,00:05:11.610,00:05:15.540,Monique Lillard,"Nice I like that I like that, and then, how did it evolve than what.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,57,00:05:16.830,00:05:17.970,Courtney Berge,The you mean.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,58,00:05:18.000,00:05:19.650,Monique Lillard,The store life know my life.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,59,00:05:19.680,00:05:24.750,Monique Lillard,"Your life So there you are nine or 10 you're getting those movies, what what are your next memories of the video star.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,60,00:05:25.230,00:05:41.580,Courtney Berge,"um well I did that for several years, I liked there well I got into audrey hepburn movies, and so there was a good span, where I went to the audrey hepburn section of the Hollywood the wall of fame the actors wall of fame.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,61,00:05:43.410,00:06:02.700,Courtney Berge,"And then, as I got older, I think I started public school at a time and wasn't able to do coffee anymore, but I would go with friends on like a weekend and we'd have movie marathons and we'd pick out movies and we'd watch them.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,62,00:06:03.810,00:06:05.730,Courtney Berge,And I would just go by myself still.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,63,00:06:06.900,00:06:08.820,Monique Lillard,"And you know I forgot, you said this was the fifth.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,64,00:06:08.820,00:06:16.890,Monique Lillard,"street location i'm yard my mind was stuck on the newer location so so from wheat berries you go across the street and up the block, first of all to get.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,65,00:06:16.920,00:06:21.360,Monique Lillard,"It done with your friends you'd go in there and what kind of movies, would you rent with your friends.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,66,00:06:21.870,00:06:27.270,Courtney Berge,"Well, I think it was in the Main Street location, by the time I went with my friends um.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,67,00:06:28.320,00:06:28.950,Courtney Berge,We.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,68,00:06:31.050,00:06:44.910,Courtney Berge,"We would just go, we were really in the anime so we watched a lot of studio ghibli films, we would have like a studio ghibli movie marathon night and try to get through all of the films if we could but.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,69,00:06:46.020,00:06:50.190,Courtney Berge,they're now beyond the so many have been released in there now beyond that.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,70,00:06:51.690,00:06:53.970,Courtney Berge,The capability of watching all.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,71,00:06:54.900,00:06:55.230,Courtney Berge,night.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,72,00:06:55.740,00:07:05.190,Courtney Berge,Or at least all the ones that they we knew about and they had at Howard Hughes at that time um and if I feel like I went with.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,73,00:07:05.760,00:07:19.260,Courtney Berge,Some friends around their birthdays and we might pick out some movies um but also if we were just downtown in the store was open we'd go and kind of browse and hang out didn't always get anything anything but we'd look around.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,74,00:07:20.730,00:07:21.960,Courtney Berge,And then in college.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,75,00:07:22.980,00:07:41.970,Courtney Berge,"And after that happened less frequently, but my friends would always get a movie and we'd have they'd be like we rented this movie let's watch it so he would go and watch something often from like a cult the cult classic section or something we like weird movies.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,76,00:07:43.170,00:07:46.590,Monique Lillard,Did you ever go to other video stores in town or.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,77,00:07:46.740,00:07:57.420,Courtney Berge,yep um I remember when I was really little I was doing gymnastics and the police empire gymnastics was on the east side of town at that point.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,78,00:07:58.350,00:08:14.670,Courtney Berge,"And there was a little tiny video rental right next door, and I remember after practice, we would go in there and get something every now and again I don't remember what it was called and I had to confirm with my dad that I wasn't making up the memory, because I was like.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,79,00:08:16.530,00:08:25.020,Courtney Berge,"Is this did we was there a store there, and he said yes, there was, and we did that um and then that place disappeared.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,80,00:08:25.530,00:08:42.030,Courtney Berge,"I don't know when and then we, I think it was like the movie gallery or something that was in the east side marketplace right next to safeway for a long time, and so I go there, I remember going with my family there, more often than just me.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,81,00:08:44.100,00:08:48.750,Courtney Berge,And then i'd also get movies that safeway every now and again.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,82,00:08:49.740,00:08:59.550,Monique Lillard,"And just to confirm safeway had a little section where they rented movies, for a really long time I don't know when that stopped, but it, I was surprised how long that kept going.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,83,00:08:59.700,00:09:05.640,Courtney Berge,yeah it was right next to I think it's like the customer service desk or where you can do mail orders and things like that.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,84,00:09:07.530,00:09:13.770,Monique Lillard,And during this time would your parents go to any of these video stores and get movies for themselves or was it mainly a kid thing.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,85,00:09:14.250,00:09:20.940,Courtney Berge,"i'm sure that they did um as I got older, we would like, we would watch the same movies.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,86,00:09:23.310,00:09:28.680,Courtney Berge,"In trying to think of the video store in preparation for this, I was talking to my dad yesterday.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,87,00:09:30.030,00:09:40.680,Courtney Berge,And there's one movie that he swears he picked out but I swear that it seemed like something I would have picked out some Norwegian Swedish film called kitchen stories.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,88,00:09:42.930,00:09:47.430,Courtney Berge,So he was apparently at least there when we got that.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,89,00:09:48.510,00:09:49.500,Courtney Berge,And when we watch that.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,90,00:09:50.880,00:09:53.280,Courtney Berge,And it's one of our favorites now.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,91,00:09:53.430,00:09:59.400,Monique Lillard,"i'll have to look for it, I must say in this process i've learned all these great titles to watch watch it up.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,92,00:10:00.000,00:10:01.200,Courtney Berge,it's a very.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,93,00:10:02.940,00:10:10.500,Courtney Berge,"it's slow, if you look but it's like fun it's funny my dad's Norwegian so like there's a lot of humor in it for him, particularly.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,94,00:10:12.810,00:10:16.650,Courtney Berge,it's kind of a funny concept but it's it's a good thing.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,95,00:10:19.710,00:10:20.460,Courtney Berge,and,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,96,00:10:21.930,00:10:32.370,Courtney Berge,"yeah I mean, I know I went with my family, at times, but I don't remember much of like a huge difference between the movies, my parents Scott and what we got I feel like we did.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,97,00:10:33.270,00:10:43.830,Courtney Berge,"There were every now and again there'd be something we're like go to bed now you're PG 13 or are you can't watch it, but I don't remember that a lot.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,98,00:10:45.480,00:10:48.240,Monique Lillard,"And, did you go to the theater to watch movies ever.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,99,00:10:48.570,00:10:48.960,,yeah.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,100,00:10:50.430,00:11:04.890,Courtney Berge,"We went when pirates of the Caribbean came out, we went and saw that like 13 times in theaters me and my mom at the it was the university for theater right across from when code, but it's not there anymore.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,101,00:11:07.020,00:11:20.910,Courtney Berge,"And we would go to East side marketplace, because that was close to where we live to um and I we didn't go to the kenworthy very often in high school and college I started going to the kenworthy more often, but.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,102,00:11:21.180,00:11:24.840,Monique Lillard,Was it already the nonprofit or was it still when it was a movie theater.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,103,00:11:25.410,00:11:41.100,Courtney Berge,"A nonprofit is when when I went to it and then i'm also, I think it was around when I was in high school, the new art had Friday free movies, and so I go watch those two.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,104,00:11:42.240,00:11:48.510,Courtney Berge,And I don't know but I get the feeling that they just rented them from Howard Hughes and then play them on screen.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,105,00:11:48.990,00:11:50.640,Monique Lillard,I think they might have I don't know but.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,106,00:11:50.670,00:11:54.960,Courtney Berge,yeah I got away with that because they weren't charging money or anything yeah.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,107,00:11:55.020,00:11:57.930,Monique Lillard,And I don't know what those rules are it's a complicated thing so.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,108,00:11:57.960,00:11:58.140,Courtney Berge,yeah.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,109,00:11:58.440,00:12:10.950,Monique Lillard,"I think that some of their own, but some that they probably just did that did you ever go to the kenworthy used to play Saturday morning cartoons during the Saturday market, did you ever go to those.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,110,00:12:11.340,00:12:21.360,Courtney Berge,I didn't I only noticed that a few years ago at market cuz well they didn't start doing that to a market moved to mainstream I don't think.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,111,00:12:21.630,00:12:24.510,Monique Lillard,Oh you're probably right no you're probably right.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,112,00:12:24.630,00:12:25.140,Courtney Berge,um.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,113,00:12:25.650,00:12:29.190,Monique Lillard,I know i've gotten in a few times just I think those old cartoons are hilarious so.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,114,00:12:29.640,00:12:39.570,Courtney Berge,"They might have gone in once with my husband, in the last couple years just to pop in and see what they were playing but I don't have I don't I don't remember.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,115,00:12:40.710,00:12:45.870,Monique Lillard,"No that's okay just just wondering, did you ever go to the micro, I think that might be before your time, I think.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,116,00:12:46.080,00:13:00.900,Courtney Berge,"My parents, did I didn't they've mentioned it, it was um where the swan family Inc is now, but was untamed our um before that and I don't know what was between all of those.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,117,00:13:01.740,00:13:04.200,Monique Lillard,Now did your parents grew up in Moscow or.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,118,00:13:04.380,00:13:10.710,Courtney Berge,"No, they came here for college Okay, and then ended up coming back a few years later.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,119,00:13:11.790,00:13:13.530,Courtney Berge,Like a lot of people yeah yeah.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,120,00:13:13.980,00:13:17.520,Monique Lillard,"And I assume, when you were in college, you were at the University of Idaho is that right.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,121,00:13:18.000,00:13:19.830,Courtney Berge,"Yes, my undergrad yeah.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,122,00:13:21.000,00:13:22.650,Monique Lillard,Oh so where'd you go for graduate school.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,123,00:13:22.950,00:13:24.240,Courtney Berge,baylor university.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,124,00:13:24.450,00:13:26.250,Monique Lillard,wow far away okay.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,125,00:13:26.760,00:13:33.660,Courtney Berge,My family my family moved to Texas my sophomore year of undergrad.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,126,00:13:35.040,00:13:42.630,Monique Lillard,And so okay now so in baylor in Texas were there any video rental stores still in operation.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,127,00:13:43.320,00:13:51.300,Courtney Berge,"No, there wasn't one in Austin I never went to it, we drove by it once um but I don't like maneuvering austin's so.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,128,00:13:53.580,00:13:56.790,Monique Lillard,"i've never been that's a place, I would like to go Austin actually but.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,129,00:13:57.930,00:14:05.340,Monique Lillard,i'm i'm curious so when you so when you came back to Moscow and there was still the video rental.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,130,00:14:07.290,00:14:11.460,Monique Lillard,And that I were talking just a few years ago when did you come back to Moscow after baylor.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,131,00:14:12.060,00:14:16.830,Courtney Berge,um I came back in 27 to.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,132,00:14:17.160,00:14:19.800,Monique Lillard,2017 and there's my.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,133,00:14:20.400,00:14:21.630,Courtney Berge,Main Street video co op.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,134,00:14:21.900,00:14:22.440,Courtney Berge,Yes.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,135,00:14:22.470,00:14:23.820,Courtney Berge,forever known as Howard Hughes.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,136,00:14:23.820,00:14:30.270,Monique Lillard,"forever out exactly exactly and do you think oh my gosh it's still there, or or.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,137,00:14:30.300,00:14:31.020,Courtney Berge,I was like.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,138,00:14:31.320,00:14:33.810,Courtney Berge,"Oh, they changed the name that's weird.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,139,00:14:34.950,00:14:48.120,Courtney Berge,"I feel like I remember it changing hands of ownership at some point and but it stayed Howard Hughes, and so I didn't know what had happened between that and it becoming the video co op.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,140,00:14:49.020,00:14:56.400,Courtney Berge,And then I think later someone was like oh it's still the same it's just a Co op now right right right.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,141,00:14:59.400,00:15:03.570,Monique Lillard,So that co op kind of the change didn't affect you much.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,142,00:15:04.380,00:15:11.970,Courtney Berge,"Know except the five for five for five and turn into a 547 for seven and I had a hard time, remembering that phrase like I got it.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,143,00:15:12.360,00:15:27.810,Courtney Berge,was like when I remember going in and be like Do you still do the 54545 and they're like it's 54747 so i'm like now break that down for me five movies for seven days for $5 like know or like.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,144,00:15:30.120,00:15:30.330,Courtney Berge,Right.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,145,00:15:31.170,00:15:34.740,Monique Lillard,I confess that was my idea that they raise those prices.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,146,00:15:35.700,00:15:38.610,Courtney Berge,"An idea, it just doesn't roll off the Tongue quite.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,147,00:15:40.620,00:15:45.480,Monique Lillard,They probably could have done 74747 and probably at about the same profit so come to think of it.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,148,00:15:46.950,00:15:47.910,Monique Lillard,should have talked to you that.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,149,00:15:48.960,00:15:49.230,Monique Lillard,that's.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,150,00:15:49.260,00:15:50.340,Courtney Berge,I wasn't around.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,151,00:15:51.630,00:15:54.930,Monique Lillard,"Did you become an owner of the co op it, you know or.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,152,00:15:55.500,00:16:15.090,Courtney Berge,"I did, I did not, I remember getting asked one time if I was an owner and I said no, and then I asked what it was, and they said it was $200, but I could pay in installments and I was like not today, but maybe someday and then I was going to do it.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,153,00:16:15.780,00:16:31.200,Courtney Berge,"Actually right around I was like next time I get a movie i'm going to start this and then they close down which I gotta say i'm kind of glad I did it at that point cuz, then it would have basically $200 out of the.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,154,00:16:32.220,00:16:32.580,Courtney Berge,sure.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,155,00:16:33.870,00:16:34.920,Courtney Berge,or nothing but.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,156,00:16:34.920,00:16:35.880,Monique Lillard,yeah yeah.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,157,00:16:38.970,00:16:47.100,Monique Lillard,"Okay now there's a whole lot of interesting things that all of this, so you come back here in 2017 at that point, how often do you go to the video store.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,158,00:16:49.980,00:17:06.780,Courtney Berge,"um I would probably go every few months in 2017 i'm 2018 or 19 or this probably about the same I go every few months and I get five movies um but, in the last.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,159,00:17:07.860,00:17:20.280,Courtney Berge,"The year or so before it closed, it was like my husband, and I would go downtown for dinner for like a date night and we've just be walking downtown and i'd be like let's rent movies.",2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,160,00:17:21.330,00:17:26.460,Courtney Berge,So that was kind of part of the like the day um.,2021-07-02_courtneyberge_videostore_transcript.vtt
mainstreet035,161,00:17:28.020,00:17:38.070,Courtney Berge,But now we can't do that and it makes me sad I probably would have gotten more honestly throughout the time except they weren't ever open during Saturday market.,2021-07-02_courtneyberge_videostore_transcript.vtt
