objectid,transcript_line,start,end,speaker,text,txt_filename
,32,00:04:49.110,00:04:51.990,Monique Lillard,we'll see what he has yes we'll see what he has to say.,2021-04-19_patengle_videostore_transcript.vtt
,33,00:04:52.740,00:05:05.310,Monique Lillard,"He lives next door to Melinda shut shop who runs the Co op and who you know, I think, from the the video co op border so that connection, will be made.",2021-04-19_patengle_videostore_transcript.vtt
,34,00:05:05.970,00:05:18.990,Monique Lillard,"You mentioned Gary meyers and so just to sort of make this a coherent standalone interview, who was Gary meyers just briefly, and you know how did you know him and what was his role in town.",2021-04-19_patengle_videostore_transcript.vtt
,35,00:05:20.310,00:05:22.710,Monique Lillard,And the town of Moscow yeah I think.,2021-04-19_patengle_videostore_transcript.vtt
,36,00:05:22.800,00:05:25.650,Patricia Engle,Gary originally came to town.,2021-04-19_patengle_videostore_transcript.vtt
,37,00:05:26.760,00:05:42.720,Patricia Engle,As the fishman yeah and he was he sold fish every I don't know Wednesday and Friday I think came to love Moscow and ended up leasing the Royal motor in which was.,2021-04-19_patengle_videostore_transcript.vtt
,38,00:05:44.190,00:05:57.090,Patricia Engle,"right on the corner of sixth street right um and he was involved in the Community, he was one of those people who was always looking for an opportunity.",2021-04-19_patengle_videostore_transcript.vtt
,39,00:05:58.200,00:06:00.750,Patricia Engle,And he was very talented.,2021-04-19_patengle_videostore_transcript.vtt
,40,00:06:01.980,00:06:02.760,Patricia Engle,talented.,2021-04-19_patengle_videostore_transcript.vtt
,41,00:06:04.230,00:06:09.240,Patricia Engle,contractor builder jack of all trades he.,2021-04-19_patengle_videostore_transcript.vtt
,42,00:06:10.380,00:06:11.850,Patricia Engle,And it was.,2021-04-19_patengle_videostore_transcript.vtt
,43,00:06:13.200,00:06:20.370,Patricia Engle,Through actually through our yoga class that that we met Gary and.,2021-04-19_patengle_videostore_transcript.vtt
,44,00:06:21.420,00:06:23.550,Patricia Engle,When the opportunity to buy the building.,2021-04-19_patengle_videostore_transcript.vtt
,45,00:06:24.660,00:06:33.390,Patricia Engle,"came up, I was looking for an office space and we couldn't afford to buy the building on our own Neil, and I.",2021-04-19_patengle_videostore_transcript.vtt
,46,00:06:34.470,00:06:39.060,Patricia Engle,So Gary came in and that was the beginning of our relationship.,2021-04-19_patengle_videostore_transcript.vtt
,47,00:06:39.900,00:06:48.000,Monique Lillard,"Okay okay so you'd met in yoga you came in to buy the building, which was intended as a commercial endeavor I assume by.",2021-04-19_patengle_videostore_transcript.vtt
,48,00:06:48.090,00:06:51.600,Monique Lillard,"My, especially by Gary right you wanted an office too right.",2021-04-19_patengle_videostore_transcript.vtt
,49,00:06:52.080,00:06:53.040,Patricia Engle,Right right.,2021-04-19_patengle_videostore_transcript.vtt
,50,00:06:53.280,00:06:58.020,Monique Lillard,"Okay, and just for the record I know who Neil is but who is Neil.",2021-04-19_patengle_videostore_transcript.vtt
,51,00:07:00.270,00:07:03.660,Patricia Engle,has been yeah yeah he.,2021-04-19_patengle_videostore_transcript.vtt
,52,00:07:04.860,00:07:16.320,Patricia Engle,"This was kind of my deal, he was always supportive in there, but he had no not really much of a direct relationship with the building.",2021-04-19_patengle_videostore_transcript.vtt
,53,00:07:18.000,00:07:19.770,Patricia Engle,friendship with Gary oh.,2021-04-19_patengle_videostore_transcript.vtt
,54,00:07:21.060,00:07:31.140,Monique Lillard,"For the record, Neil was a professor of law at the University of Idaho college of law, and I was a professor of law and so that's how we all know each other, just so when the future says, why are they laughing.",2021-04-19_patengle_videostore_transcript.vtt
,55,00:07:31.230,00:07:33.360,Monique Lillard,Now the future okay.,2021-04-19_patengle_videostore_transcript.vtt
,56,00:07:34.500,00:07:35.070,Monique Lillard,So.,2021-04-19_patengle_videostore_transcript.vtt
,57,00:07:35.700,00:07:38.820,Monique Lillard,"Oh Gary yes, did I freeze you okay.",2021-04-19_patengle_videostore_transcript.vtt
,58,00:07:38.910,00:07:41.280,Patricia Engle,"No, no, something just happened and I.",2021-04-19_patengle_videostore_transcript.vtt
,59,00:07:43.890,00:07:45.390,Monique Lillard,let's see can you hear me now if i'm.,2021-04-19_patengle_videostore_transcript.vtt
,60,00:07:45.390,00:07:47.250,Patricia Engle,Talking I can't hear you but.,2021-04-19_patengle_videostore_transcript.vtt
,61,00:07:47.280,00:07:51.960,Patricia Engle,Something adobe came on for some reason.,2021-04-19_patengle_videostore_transcript.vtt
,62,00:07:53.310,00:07:57.660,Monique Lillard,"That might just be something in your computer, can I don't think adobe has anything to do with this.",2021-04-19_patengle_videostore_transcript.vtt
,63,00:07:57.660,00:07:59.610,Patricia Engle,"I know, but it's it's.",2021-04-19_patengle_videostore_transcript.vtt
,64,00:08:00.810,00:08:02.880,Monique Lillard,We can pause the recording if you want or.,2021-04-19_patengle_videostore_transcript.vtt
,65,00:08:04.950,00:08:10.380,Monique Lillard,"You can try to just click it off, whichever you'd rather let me pause the recording for just a second here if I.",2021-04-19_patengle_videostore_transcript.vtt
,66,00:08:10.380,00:08:11.070,Patricia Engle,Can.,2021-04-19_patengle_videostore_transcript.vtt
,67,00:08:11.160,00:08:23.550,Monique Lillard,"Forget hold on here, and it seems to say it's recording now again so okay good so Gary was interested in the building and then he's the one who had the idea of buying the video.",2021-04-19_patengle_videostore_transcript.vtt
,68,00:08:23.760,00:08:25.080,Monique Lillard,rental operation.,2021-04-19_patengle_videostore_transcript.vtt
,69,00:08:25.140,00:08:28.560,Monique Lillard,"Okay, and we're his motivations if you can characterize them.",2021-04-19_patengle_videostore_transcript.vtt
,70,00:08:30.060,00:08:30.930,Monique Lillard,Where they.,2021-04-19_patengle_videostore_transcript.vtt
,71,00:08:33.210,00:08:40.290,Monique Lillard,"i'm sorry i'm thinking, I should say we're talking in the past tense about Gary he passed away, do you know the year roughly.",2021-04-19_patengle_videostore_transcript.vtt
,72,00:08:40.710,00:08:42.870,Patricia Engle,It was a 2012.,2021-04-19_patengle_videostore_transcript.vtt
,73,00:08:43.320,00:08:51.840,Monique Lillard,that's what I was thinking 2012 and obviously we would be interviewing him if we could and so that's why we are i'm going to ask you to speculate and if you'd rather not.,2021-04-19_patengle_videostore_transcript.vtt
,74,00:08:52.320,00:09:02.070,Monique Lillard,When he got involved with the video operation was it for financial reasons or out of a love of movies or out of a love of Moscow or but.,2021-04-19_patengle_videostore_transcript.vtt
,75,00:09:03.210,00:09:11.460,Patricia Engle,"um it was for financial reasons he talked to the owners, they were looking to sell because the.",2021-04-19_patengle_videostore_transcript.vtt
,76,00:09:12.870,00:09:23.550,Patricia Engle,"When they bought the appliance thing the video store kind of ran by it on its own by itself and, but it was becoming less and less profitable.",2021-04-19_patengle_videostore_transcript.vtt
,77,00:09:23.970,00:09:42.570,Patricia Engle,"So that's when Gary was a schmoozer with everybody around in town and he talked to the the owners and they agreed to sell us the video store, for I believe was $70,000.",2021-04-19_patengle_videostore_transcript.vtt
,78,00:09:43.200,00:09:44.310,Patricia Engle,"Okay, and then.",2021-04-19_patengle_videostore_transcript.vtt
,79,00:09:45.870,00:10:00.630,Patricia Engle,Gary was convinced that he could we could make it a profitable operation and that we could how's it in our building that we shared and take advantage of the.,2021-04-19_patengle_videostore_transcript.vtt
,80,00:10:01.860,00:10:03.030,Patricia Engle,Having the rent every.,2021-04-19_patengle_videostore_transcript.vtt
,81,00:10:03.030,00:10:04.080,Monique Lillard,month on the video.,2021-04-19_patengle_videostore_transcript.vtt
,82,00:10:04.080,00:10:04.500,Monique Lillard,store.,2021-04-19_patengle_videostore_transcript.vtt
,83,00:10:04.980,00:10:07.980,Patricia Engle,Guy with his main motivation.,2021-04-19_patengle_videostore_transcript.vtt
,84,00:10:08.370,00:10:14.730,Patricia Engle,um and he worked out the arrangements with the previous owners.,2021-04-19_patengle_videostore_transcript.vtt
,85,00:10:15.750,00:10:32.970,Patricia Engle,"He asked Neil and may to contribute $20,000 he contributed $20,000 and deb Rentals and Kelly more contributed.",2021-04-19_patengle_videostore_transcript.vtt
,86,00:10:34.260,00:10:54.030,Patricia Engle,They their work for the third Chair of the of the building deb agreed to keep the books for a number of a couple of years and Kelly was kind of helpful with the over overseeing the operation so.,2021-04-19_patengle_videostore_transcript.vtt
,87,00:10:55.200,00:10:57.300,Patricia Engle,In one weekend.,2021-04-19_patengle_videostore_transcript.vtt
,88,00:10:59.850,00:11:08.310,Patricia Engle,"They moved the video store from there, the current location or from the previous location to.",2021-04-19_patengle_videostore_transcript.vtt
,89,00:11:09.210,00:11:27.030,Patricia Engle,"To our building and it wasn't much smaller space, it was quite the operation to do that, they did it all and reconfigured the first floor to accommodate all the you know at that time they were videos not DVDs.",2021-04-19_patengle_videostore_transcript.vtt
,90,00:11:28.890,00:11:34.290,Patricia Engle,I contributed painting and doing that sort of cosmetic stuff.,2021-04-19_patengle_videostore_transcript.vtt
,91,00:11:35.460,00:11:44.820,Patricia Engle,For the building and we had originally wanted to it was originally decided that we were going to call it Main Street video.,2021-04-19_patengle_videostore_transcript.vtt
,92,00:11:45.360,00:11:56.970,Patricia Engle,"And that's how we incorporated our business, but it was very clear that the Community wanted it to remain Howard Hughes video because it was really kind of an iconic.",2021-04-19_patengle_videostore_transcript.vtt
,93,00:11:58.260,00:12:10.650,Patricia Engle,"spot in in Moscow, and you know the name Howard Hughes had all of its the double connotations, you know so so it remained as Howard Hughes video.",2021-04-19_patengle_videostore_transcript.vtt
,94,00:12:12.360,00:12:16.500,Monique Lillard,"Okay, and you know, when you say they moved it you mean Gary and.",2021-04-19_patengle_videostore_transcript.vtt
,95,00:12:17.550,00:12:18.120,Monique Lillard,Kelly.,2021-04-19_patengle_videostore_transcript.vtt
,96,00:12:18.420,00:12:21.120,Monique Lillard,"Okay, they were the muscle presumably.",2021-04-19_patengle_videostore_transcript.vtt
,97,00:12:22.560,00:12:24.630,Patricia Engle,They did mostly work yes.,2021-04-19_patengle_videostore_transcript.vtt
,98,00:12:24.660,00:12:25.890,Patricia Engle,yeah yeah.,2021-04-19_patengle_videostore_transcript.vtt
,99,00:12:26.340,00:12:36.270,Monique Lillard,"yeah and it's probably worth noting that videos video tapes are bigger in size, then DVDs and so storing videos is much more of an endeavor right.",2021-04-19_patengle_videostore_transcript.vtt
,100,00:12:36.840,00:12:43.200,Monique Lillard,"yeah yeah and so, is it you who picked the green paint that was inside the video store.",2021-04-19_patengle_videostore_transcript.vtt
,101,00:12:43.950,00:12:49.560,Monique Lillard,"very, very good, it was a fluorescent green I think right and the story behind why.",2021-04-19_patengle_videostore_transcript.vtt
,102,00:12:51.030,00:12:53.730,Patricia Engle,I know I think it was just what was his name oh I.,2021-04-19_patengle_videostore_transcript.vtt
,103,00:12:55.470,00:12:56.040,Monique Lillard,got it.,2021-04-19_patengle_videostore_transcript.vtt
,104,00:12:56.070,00:12:56.790,Monique Lillard,got it.,2021-04-19_patengle_videostore_transcript.vtt
,105,00:12:57.120,00:13:01.590,Monique Lillard,"All right, and did you pick the posters and all the funny things that were up on the walls or did you.",2021-04-19_patengle_videostore_transcript.vtt
,106,00:13:03.900,00:13:20.490,Patricia Engle,"know now I most of those were some of those Howard Hughes had a lot of stuffs in storage and different nooks and crannies and stuff, and so we ended up throwing away a lot of videos and that were just.",2021-04-19_patengle_videostore_transcript.vtt
,107,00:13:22.590,00:13:24.810,Patricia Engle,You know use not useful.,2021-04-19_patengle_videostore_transcript.vtt
,108,00:13:25.380,00:13:34.380,Monique Lillard,"yeah yeah yeah I was gonna say was did you need overflow did you have to rent a storage unit or store things places, other than the store.",2021-04-19_patengle_videostore_transcript.vtt
,109,00:13:34.470,00:13:41.160,Patricia Engle,I think there was a storage unit that we kept for a number of years to keep all that stuff.,2021-04-19_patengle_videostore_transcript.vtt
,110,00:13:41.370,00:13:41.880,,stuff.,2021-04-19_patengle_videostore_transcript.vtt
,111,00:13:43.470,00:13:47.520,Monique Lillard,"And do you remember, who was managing the store at that time the hands on manager.",2021-04-19_patengle_videostore_transcript.vtt
,112,00:13:48.450,00:13:51.810,Patricia Engle,A it was a woman who was the.,2021-04-19_patengle_videostore_transcript.vtt
,113,00:13:52.830,00:13:57.720,Patricia Engle,The manager of Howard Hughes when it when it was sold.,2021-04-19_patengle_videostore_transcript.vtt
,114,00:13:58.920,00:14:01.770,Patricia Engle,But she didn't.,2021-04-19_patengle_videostore_transcript.vtt
,115,00:14:02.940,00:14:06.660,Patricia Engle,"She didn't last too long, it was not a good relationship.",2021-04-19_patengle_videostore_transcript.vtt
,116,00:14:07.020,00:14:07.740,Monique Lillard,"Oh, she.",2021-04-19_patengle_videostore_transcript.vtt
,117,00:14:07.770,00:14:22.380,Patricia Engle,"used to be, she was accustomed to being your own boss, and having a lot of benefits that we were not able to pay because of the the the income flow from the video store was dramatically decreased over over time.",2021-04-19_patengle_videostore_transcript.vtt
,118,00:14:23.730,00:14:25.740,Monique Lillard,So you made actual financial benefits.,2021-04-19_patengle_videostore_transcript.vtt
,119,00:14:26.040,00:14:30.480,Monique Lillard,Right yeah yeah yeah okay okay um.,2021-04-19_patengle_videostore_transcript.vtt
,120,00:14:33.150,00:14:43.290,Monique Lillard,"there's so many things to ask, actually, let me ask one question because i'm viewing this oral History project as not only being about the video store but also just about Moscow as a town.",2021-04-19_patengle_videostore_transcript.vtt
,121,00:14:43.620,00:14:49.950,Monique Lillard,"And so that building that you owned, can you remember what the other tenants were there just off the top of your head.",2021-04-19_patengle_videostore_transcript.vtt
,122,00:14:51.810,00:15:02.280,Patricia Engle,It was a laura's tea and treasures for a for a while um when we bought the building it was Northwest handmade I believe.,2021-04-19_patengle_videostore_transcript.vtt
,123,00:15:04.740,00:15:23.850,Patricia Engle,"And they they had wanted to buy the building and we're disappointed when they weren't able to do that, and so they they moved out pretty quickly um the tattoo parlor was there for a number of years.",2021-04-19_patengle_videostore_transcript.vtt
,124,00:15:25.230,00:15:28.380,Patricia Engle,And those are the only two that I really recall.,2021-04-19_patengle_videostore_transcript.vtt
,125,00:15:28.560,00:15:33.300,Monique Lillard,"yeah yeah and then upstairs were offices, including yours.",2021-04-19_patengle_videostore_transcript.vtt
,126,00:15:33.570,00:15:34.560,Monique Lillard,"Yes, yeah.",2021-04-19_patengle_videostore_transcript.vtt
,127,00:15:34.680,00:15:39.330,Patricia Engle,"Oh, we had what we called the alternative, so it was mainly.",2021-04-19_patengle_videostore_transcript.vtt
,128,00:15:40.560,00:15:43.860,Patricia Engle,"Alternative health practices, I.",2021-04-19_patengle_videostore_transcript.vtt
,129,00:15:45.630,00:15:49.530,Patricia Engle,practices in art therapist Tom bodhi had.,2021-04-19_patengle_videostore_transcript.vtt
,130,00:15:49.560,00:15:52.260,Patricia Engle,The place doing feldon Christ.,2021-04-19_patengle_videostore_transcript.vtt
,131,00:15:53.610,00:15:57.900,Patricia Engle,Karen young good massage and acupuncture and.,2021-04-19_patengle_videostore_transcript.vtt
,132,00:15:59.070,00:16:04.830,Patricia Engle,"frank pelfrey was there, he had a number of different.",2021-04-19_patengle_videostore_transcript.vtt
,133,00:16:06.210,00:16:10.770,Patricia Engle,partners and because it was a two offices in that first space.,2021-04-19_patengle_videostore_transcript.vtt
,134,00:16:11.940,00:16:16.110,Patricia Engle,frank did massage and and therapy.,2021-04-19_patengle_videostore_transcript.vtt
,135,00:16:17.340,00:16:29.610,Patricia Engle,psychotherapy and then Theresa baker was there for a number of years as frank's partner and then she took over when frank finally retired okay.,2021-04-19_patengle_videostore_transcript.vtt
,136,00:16:29.790,00:16:33.150,Monique Lillard,"Okay that's a good history good Okay, thank you, thank you.",2021-04-19_patengle_videostore_transcript.vtt
,137,00:16:34.620,00:16:40.710,Monique Lillard,"You know, you said something in passing, and I just wanted to go back to it, you said Gary thought he could make a profit.",2021-04-19_patengle_videostore_transcript.vtt
,138,00:16:41.010,00:16:55.680,Monique Lillard,"And you said something about how you thought it was really a resource for the town and that the town wanted to stay Howard Hughes, can you expand on that just a little bit what What did the this particular video store mean to the town of Moscow, do you think.",2021-04-19_patengle_videostore_transcript.vtt
,139,00:16:57.240,00:17:04.260,Patricia Engle,"Oh, it had been around for such a long time, it was very popular resource.",2021-04-19_patengle_videostore_transcript.vtt
,140,00:17:06.030,00:17:09.540,Patricia Engle,Back in the day and it just.,2021-04-19_patengle_videostore_transcript.vtt
,141,00:17:10.620,00:17:13.560,Patricia Engle,It was a combination of Howard Hughes says.,2021-04-19_patengle_videostore_transcript.vtt
,142,00:17:14.640,00:17:23.430,Patricia Engle,colorful personality and it just had a really wide ranging selection of videos and.,2021-04-19_patengle_videostore_transcript.vtt
,143,00:17:24.510,00:17:33.240,Patricia Engle,"What was really nice about them, they were all catalogued by director, so if you are particularly interested in particular directory you could.",2021-04-19_patengle_videostore_transcript.vtt
,144,00:17:34.620,00:17:39.870,Patricia Engle,go there or particular actor that you were interested in.,2021-04-19_patengle_videostore_transcript.vtt
,145,00:17:40.890,00:17:50.100,Patricia Engle,"So, and it was the famous five five days, five days off part 525 days back that five from five per five.",2021-04-19_patengle_videostore_transcript.vtt
,146,00:17:51.930,00:17:55.650,Patricia Engle,And it was a you know it's just part of the.,2021-04-19_patengle_videostore_transcript.vtt
,147,00:17:56.820,00:18:06.990,Patricia Engle,downtown Moscow community and and that was one of the reasons why we wanted to preserve it or see that it was preserved.,2021-04-19_patengle_videostore_transcript.vtt
,148,00:18:08.940,00:18:24.450,Monique Lillard,"yeah and you know your own motivation coming in, I guess, there were multiple motivations, but you yourself UN dealer you yourself was there was a component that not just a financial gain, but also up something about movies Is that correct.",2021-04-19_patengle_videostore_transcript.vtt
,149,00:18:25.890,00:18:42.690,Patricia Engle,"Yes, to some extent, except by the time we bought the place Neil, and I had moved from Moscow to sandpoint so we really, although I love tower accuse when we were there, and it was Howard Hughes video.",2021-04-19_patengle_videostore_transcript.vtt
,150,00:18:43.800,00:18:54.450,Patricia Engle,By the time we bought the place we had moved and we're interested in preserving it but really didn't have access to using it.,2021-04-19_patengle_videostore_transcript.vtt
,151,00:18:54.750,00:18:58.500,Monique Lillard,"OK, so that okay okay so by the time you bought it, you were at.",2021-04-19_patengle_videostore_transcript.vtt
,152,00:18:58.530,00:19:00.750,Monique Lillard,Not living in town okay that.,2021-04-19_patengle_videostore_transcript.vtt
,153,00:19:00.780,00:19:06.630,Patricia Engle,"That might mean that was, you know that was part of our agreement was that.",2021-04-19_patengle_videostore_transcript.vtt
,154,00:19:07.950,00:19:20.610,Patricia Engle,We would just be the financial partners would help wherever we could but Kelly and deb would be responsible for the day to day operation and Gary for.,2021-04-19_patengle_videostore_transcript.vtt
,155,00:19:21.990,00:19:22.980,Patricia Engle,You know any.,2021-04-19_patengle_videostore_transcript.vtt
,156,00:19:25.380,00:19:26.460,Patricia Engle,Anything else that.,2021-04-19_patengle_videostore_transcript.vtt
,157,00:19:26.700,00:19:35.940,Monique Lillard,"is doing right right, but then unfortunately Gary fairly quickly got well, you said you bought it in about 2008 did you say that don't be.",2021-04-19_patengle_videostore_transcript.vtt
,158,00:19:37.200,00:19:41.490,Monique Lillard,"eight or nine Okay, and then Gary got sick and passed away right.",2021-04-19_patengle_videostore_transcript.vtt
,159,00:19:41.970,00:19:42.330,,Right.,2021-04-19_patengle_videostore_transcript.vtt
,160,00:19:43.740,00:19:59.370,Patricia Engle,Gary and and Kelly and we're you know we're hands on until Gary started getting sick and he knew his his situation was terminal.,2021-04-19_patengle_videostore_transcript.vtt
,161,00:20:00.570,00:20:11.250,Patricia Engle,So he then a soul to deal and me his share of the video store.,2021-04-19_patengle_videostore_transcript.vtt
,162,00:20:11.550,00:20:12.690,Monique Lillard,Okay okay.,2021-04-19_patengle_videostore_transcript.vtt
,163,00:20:12.900,00:20:25.380,Patricia Engle,"yeah so that, when he passed, we would have it just you know the the two of us two of us being Neil and me and Kelly and deb right.",2021-04-19_patengle_videostore_transcript.vtt
,164,00:20:25.530,00:20:40.020,Monique Lillard,"got it got it and so i'm going to ask you about the ownership story, but let me just pause the second talking about management of the store and I understand that Devon Kelly, did the bulk of the hands on management, but just from your point of view.",2021-04-19_patengle_videostore_transcript.vtt
,165,00:20:40.440,00:20:43.020,Monique Lillard,Who was the most important person at the store.,2021-04-19_patengle_videostore_transcript.vtt
,166,00:20:44.040,00:20:45.030,Patricia Engle,"Oh, I think, though.",2021-04-19_patengle_videostore_transcript.vtt
,167,00:20:45.960,00:20:47.250,Patricia Engle,Well yeah.,2021-04-19_patengle_videostore_transcript.vtt
,168,00:20:47.730,00:20:51.420,Patricia Engle,"I think, so I think that the reason that the video store.",2021-04-19_patengle_videostore_transcript.vtt
,169,00:20:52.140,00:21:03.540,Patricia Engle,"Was was popular and and remain popular is that the employees, there were really dedicated movie fans and.",2021-04-19_patengle_videostore_transcript.vtt
,170,00:21:04.290,00:21:17.310,Patricia Engle,"People customers could go into the store and they could always find someone to talk to about movies, that they were interested in, or there always be someone there to suggest.",2021-04-19_patengle_videostore_transcript.vtt
,171,00:21:17.760,00:21:30.690,Patricia Engle,"A movie that they might be interested in, so I think it was really the employees, though, being one of the most important obviously.",2021-04-19_patengle_videostore_transcript.vtt
,172,00:21:31.050,00:21:33.210,Patricia Engle,Okay yeah so it was.,2021-04-19_patengle_videostore_transcript.vtt
,173,00:21:35.100,00:21:43.380,Patricia Engle,"Kelly did kind of the over overseeing the management deb did the books, but it was really the employees that kind of.",2021-04-19_patengle_videostore_transcript.vtt
,174,00:21:45.150,00:21:46.020,Patricia Engle,Where the.,2021-04-19_patengle_videostore_transcript.vtt
,175,00:21:47.130,00:21:53.520,Patricia Engle,The juice that kept things really going and made it as popular as it was right.,2021-04-19_patengle_videostore_transcript.vtt
,176,00:21:53.730,00:21:55.740,Monique Lillard,Right so then.,2021-04-19_patengle_videostore_transcript.vtt
,177,00:21:57.120,00:22:07.290,Monique Lillard,"I personally remember seeing the sign taped to the counter saying the owners are thinking of selling call this number and I called this number, and it was you know my name.",2021-04-19_patengle_videostore_transcript.vtt
,178,00:22:08.190,00:22:23.160,Monique Lillard,And I because I hadn't really understood that you were one of the owners until that moment what what shifted what made you or you and Neil start thinking about wanting to sell and then do you remember what all the ideas were and what that process was.,2021-04-19_patengle_videostore_transcript.vtt
,179,00:22:24.390,00:22:26.850,Patricia Engle,"I, yes, we.",2021-04-19_patengle_videostore_transcript.vtt
,180,00:22:28.170,00:22:35.190,Patricia Engle,The video store stopped making a profit of probably in.,2021-04-19_patengle_videostore_transcript.vtt
,181,00:22:36.330,00:22:37.500,Patricia Engle,2012,2021-04-19_patengle_videostore_transcript.vtt
,182,00:22:38.040,00:22:39.990,Patricia Engle,Before then we were.,2021-04-19_patengle_videostore_transcript.vtt
